,Category,Message,category,my_texed
3840,ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",1,erm ill pick up about that give enough time get park that .
3841,ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,1,hey mate how u honey did u ave good holiday gimmi de goss x
3842,ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,1,howz come as said medicin
3843,ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",1,chile pleas it a lt decim gt hour drive me i come all time will sublet audit season
3844,ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,1,ye amma life take lot turn can sit tri hold steer
3845,ham,"Yeah that's what I thought, lemme know if anything's goin on later",1,yeah what i thought lem know anyth goin later
3846,ham,Mmmm.... I cant wait to lick it!,1,mmmm i cant wait lick
3847,ham,Pls go there today  &lt;#&gt; . I dont want any excuses,1,pl go today lt # gt . i dont want excus
3848,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",0,fantasi footbal back your tv go ski gamestar ski activ play dream team score start saturday regist ski opt out 88088
3849,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,1,can plz tell the an bslvyl sent via
3850,ham,U in town alone?,1,u town alon
3851,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps,1,i am look forward all sex cuddl onli two sleep
3852,ham,We have all rounder:)so not required:),1,we all rounder ) not requir )
3853,ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",1,no true k do u knw di lt # & gt ?
3854,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",1,dont worri 1 day big lambu ji vl come til enjoy batchlor parti -
3855,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,1,oh ya got hip hop open haha wa think go jazz zoom cine actual tonight free leh and a kb lesson tonight
3856,spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,0,free msg singl find partner your area 1000 real peopl wait chat send chat 62220cncl send stopc per msg
3857,ham,I'm ok. Will do my part tomorrow,1,i ok. will my part tomorrow
3858,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",1,no but found diff farm shop buy chees on way back can call
3859,ham,R u still working now?,1,r u still work
3860,spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",0,win newest potter order the phoenix book 5 repli harri answer 5 question chanc be the first among reader
3861,ham,Yep. I do like the pink furniture tho.,1,yep i like pink furnitur tho
3862,spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,0,free msg rington from http //tm widelive.com/index wml id=1b6a5ecef91ff9 37819 first=true18:0430-jul-05
3863,ham,"Customer place, i wil cal u sir.",1,custom place wil cal u sir
3864,spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",0,oh god i found number i glad text back xafter msg cst std ntwk chg
3865,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),1,a pure heart person have wonder smile make even enemi feel guilti be enemi so catch world your smile : goodmorn amp have a smiley sunday :
3866,ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",1,alrit girl u know gail is neva wrong take care sweet and worry.c u l8tr hun ! love yaxxx
3867,ham,"Theoretically yeah, he could be able to come",1,theoret yeah could abl come
3868,ham,"Alright we're hooked up, where you guys at",1,alright hook where guy
3869,ham,"not that I know of, most people up here are still out of town",1,that i know most peopl here still of town
3870,ham,No let me do the math. Your not good at it.,1,no let do math your good it
3871,ham,Oh ok wait 4 me there... My lect havent finish,1,oh ok wait 4 there my lect havent finish
3872,ham,Yeah my usual guy's out of town but there're definitely people around I know,1,yeah usual guy of town there definit peopl around i know
3873,ham,I am joining today formally.Pls keep praying.will talk later.,1,i join today keep talk later
3874,ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",1,happi sad one thing past `` it more good morn : - )
3875,ham,No. Did you multimedia message them or e-mail?,1,no did multimedia messag or ?
3876,ham,Okie but i scared u say i fat... Then u dun wan me already...,1,oki scare u say i fat then u dun wan alreadi
3877,ham,did u get that message,1,u get messag
3878,ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",1,sorri sir will call tomorrow senthil.hsbc
3879,ham,What you need. You have a person to give na.,1,what need you a person give na
3880,ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,1,she left veri vagu she said would inform person account the delay rent that should discuss the hous agenc my rent anoth place but check onlin place around usc lt # gt and up
3881,ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,1,hi juan im come home fri hey of cours expect welcom parti lot present ill phone u i get back load love nicki x x x x x x x x x
3882,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,1,can plz tell the an bslvyl sent via
3883,ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",1,short but cute `` be good person dont tri prove '' noon
3884,ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",1,gumbi a special a lt # gt `` chees pizza 2 i know we doin tonight
3885,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,0,a link your pictur been sent you also use http //alto18.co.uk/wave/wave.asp o=44345
3886,ham,Like a personal sized or what,1,like person size what
3887,ham,"Same, I'm at my great aunts anniversary party in tarpon springs",1,same i my great aunt anniversari parti tarpon spring
3888,ham,Cab is available.they pick up and drop at door steps.,1,cab pick and drop door step
3889,ham,ok....take care.umma to you too...,1,ok take you
3890,ham,Unlimited texts. Limited minutes.,1,unlimit text limit minut
3891,spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",0,doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402
3892,ham,No problem. We will be spending a lot of quality time together...,1,no problem we be spend lot qualiti time togeth
3893,spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,0,urgent thi our 2nd attempt contact u your prize yesterday still await collect to claim call now 09061702893 acl03530150pm
3894,ham,Have you heard from this week?,1,have heard thi week
3895,spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,0,dear dave is final notic collect 4 tenerif holiday 5000 cash award call 09061743806 landlin tc sae box326 cw25wx 150ppm
3896,ham,Yes. Last  practice,1,ye last practic
3897,spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,0,tell u 2 call 09066358152 claim prize u 2 enter ur mobil person detail prompt care
3898,ham,No. Thank you. You've been wonderful,1,no thank you wonder
3899,ham,Otherwise had part time job na-tuition..,1,otherwis part time job ..
3900,ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...,1,ü mean confirm i tot juz say oni ok
3901,ham,Okie,1,oki
3902,ham,That depends. How would you like to be treated? :),1,that depend how would like be treat :
3903,ham,"Right on brah, see you later",1,right brah see later
3904,ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,1,wait e car 4 mum lor u leh reach home alreadi
3905,spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,0,your 2004 account 07xxxxxxxxx show 786 unredeem point to claim call 08719181259 identifi code xxxxx expir
3906,spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,0,do want new video handset 750 anytim network min half price line rental camcord repli call 08000930705 deliveri tomorrow
3907,ham,Went fast asleep dear.take care.,1,went fast asleep care
3908,ham,No that just means you have a fat head,1,no just mean have fat head
3909,ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,1,sound like plan cardiff still and still cold i sit the radiat
3910,ham,Serious? What like proper tongued her,1,seriou what like proper tongu
3911,ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,1,good she wonder wont say hi smile so are you cope the long distanc
3912,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,1,how noe she da car later c lar i wear short
3913,spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,0,you an import custom servic announc call freephon 0800 542 0825
3914,ham,Yeah whatever lol,1,yeah whatev lol
3915,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,1,today accept day u accept as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rpli mean enemi
3916,ham,Ard 530 lor. I ok then message ü lor.,1,ard 530 lor i ok messag ü lor
3917,ham,Ok. C u then.,1,c u
3918,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,1,eh ur laptop got stock lei he say mon muz come to take look c got not
3919,ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...,1,no need ke qi ü bore izzit suddenli thk thi
3920,ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,1,i wish i think gon na snow much but will more those flurri usual get melt they hit ground eek we had snow sinc lt # gt i even born
3921,spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,0,free rington repli real poli eg real1 1 pushbutton 2 dontcha 3 babygoodby 4 golddigg 5 webeburnin 1st tone free 6 when u join
3922,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",1,do 1 thing chang sentenc `` becaus want 2 concentr my educ career im leav ''
3923,ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",1,oh realli perform write paper go a movi and home midnight huh
3924,ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,1,okay lor will still let us go ah coz will not know later we drop card the box right
3925,ham,How? Izzit still raining?,1,how izzit still rain
3926,ham,As if i wasn't having enough trouble sleeping.,1,as i have enough troubl sleep
3927,ham,I havent add ü yet right..,1,i havent add ü yet right
3928,ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,1,lol i realli need rememb eat i drink i appreci keep compani night babe smile
3929,ham,Babe ? I lost you ... Will you try rebooting ?,1,babe i lost will tri reboot
3930,ham,Yes. Nigh you cant aha.,1,ye nigh cant aha
3931,ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,1,i thk ü got ta go home urself co b go shop 4 fren present
3932,ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,1,nooooooo i gon na bore death day cabl internet outag
3933,ham,Sos! Any amount i can get pls.,1,so ani amount can get pl
3934,ham,"Playin space poker, u?",1,playin space poker u
3935,ham,How come guoyang go n tell her? Then u told her?,1,how come guoyang go n tell then u told
3936,ham,You need to get up. Now.,1,you need get now
3937,ham,They r giving a second chance to rahul dengra.,1,they r give second chanc rahul dengra
3938,ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",1,yeah fact just ask we need anyth like hour ago when how much
3939,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,1,when the first strike is a red one the bird antelop begin toplay in the fieldof selfindepend believ thi the flower of content will !
3940,ham,Y ü wan to go there? C doctor?,1,y ü wan go c doctor
3941,ham,Does daddy have a bb now.,1,doe daddi a bb
3942,spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",0,free msg get gnarl barkley crazi rington total free repli go thi messag right
3943,ham,She's borderline but yeah whatever.,1,she borderlin yeah whatev
3944,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,1,i got call a landlin number i ask come anna nagar . . i go the afternoon
3945,ham,"Until 545 lor... Ya, can go 4 dinner together...",1,until 545 lor ya go 4 dinner togeth
3946,ham,I will be gentle princess! We will make sweet gentle love...,1,i be gentl princess we make sweet gentl love
3947,ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,1,how u doin babi girl ? hope u okay everi time i call ure phone off i miss u get touch
3948,ham,"Sorry, went to bed early, nightnight",1,sorri went bed earli nightnight
3949,ham,I like to think there's always the possibility of being in a pub later.,1,i like think alway possibl be a pub later
3950,ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),1,hmm yeah your too groov and im look forward my pound special )
3951,ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,1,i got video tape pple type messag lor u free wan 2 help hee co noe u wan 2 watch infern affair ask u along ask shuhui oso
3952,ham,Hi dude hw r u da realy mising u today,1,hi dude hw r u da reali mise u today
3953,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,1,me hungri buy food good lei but mum n yun dun wan juz buy littl bit
3954,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,0,refus loan secur unsecur ca get credit call free 0800 195 6669 text back ' will
3955,ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,1,i probabl wo eat all today i think i gon na pop how your weekend did u miss
3956,ham,I knew it... U slept v late yest? Wake up so late...,1,i knew u slept v late yest wake so late
3957,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),1,haha dont angri yourself take as practic the real thing =
3958,ham,Where is that one day training:-),1,where that one day train -
3959,ham,So i could kiss and feel you next to me...,1,so could kiss feel next me
3960,ham,Have a nice day my dear.,1,have nice day dear
3961,ham,I sent lanre fakeye's Eckankar details to the mail box,1,i sent lanr fakey eckankar detail the mail box
3962,ham,Your dad is back in ph?,1,your dad back ph
3963,spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",0,you been special select receiv 3000 award call 08712402050 befor line close cost 10ppm 16+ t cs appli ag promo
3964,ham,If you ask her or she say any please message.,1,if ask or say pleas messag
3965,ham,"If e timing can, then i go w u lor...",1,if e time then go w u lor
3966,ham,Love you aathi..love u lot..,1,love aathi love u lot
3967,ham,I was just callin to say hi. Take care bruv!,1,i just callin say hi take care bruv
3968,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,0,you have won as valu vodafon custom comput pick you win prize to collect easi just call 09061743386
3969,ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,1,did u turn the heater the heater on set lt # gt degre
3970,ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,1,thank messag i realli appreci your sacrific i sure the process direct pay will find on way back the test tomorrow i class do a wonder day
3971,ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place",1,that troubl class go well due dodgey one expect mine tomo see for recoveri time place
3972,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,0,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382 &
3973,ham,WOT U UP 2 J?,1,wot u up 2 j
3974,ham,"Night night, see you tomorrow",1,night night see tomorrow
3975,ham,Roger that. We‘re probably going to rem in about 20,1,roger we probabl go rem about 20
3976,ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,1,u think ani girl propos u today se ur bloodi funki shit fuck face asssssholeee
3977,ham,I wish u were here. I feel so alone,1,i wish u here i feel alon
3978,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,0,great new offer doubl min doubl txt best orang tariff and get latest camera phone 4 free call mobileupd8 free 08000839402 now 2stoptxt t cs
3979,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,1,reason if team budget avail last buy unsold player at base rate
3980,ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,1,ceri u rebel sweet dreamz me littl buddi c ya 2moro ! who need bloke
3981,spam,ringtoneking 84484,0,ringtonek 84484
3982,ham,Huh i cant thk of more oredi how many pages do we have?,1,huh cant thk more oredi mani page we
3983,ham,His frens go then he in lor. Not alone wif my mum n sis lor.,1,hi fren go he lor not alon wif mum n si lor
3984,ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,1,nationwid auto centr someth like on newport road i like there
3985,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",1,hey i miss tm last night my phone on charg smile * ... i meet friend shortli
3986,ham,"Whatever, juliana. Do whatever you want.",1,whatev juliana do whatev want
3987,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",1,friendship not game play it not word say it start march end may it tomorrow yesterday today e
3988,spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,0,rington club gr8 new poli direct your mobil everi week
3989,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",1,hello sort out town alreadi that so dont rush home i eat nacho will let know eta
3990,ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,1,ok lor anyway thk cant get ticket co like quit late alreadi u wan 2 go look 4 ur fren not darren wif now
3991,spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,0,bank granit issu ) explos pick for our member up over 300 * * * * * * * * nasdaq symbol cdgt that a 5.00 per
3992,ham,I am on the way to ur home,1,i on way ur home
3993,ham,"Dizzamn, aight I'll ask my suitemates when I get back",1,dizzamn aight i ask suitem i get back
3994,ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",1,nimbomson yep phone know one obvious co that real word
3995,ham,I love to cuddle! I want to hold you in my strong arms right now...,1,i love cuddl i want hold in strong arm right
3996,ham,R u in this continent?,1,r u thi contin
3997,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,1,we pay like lt # gt yr it too difficult
3998,spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,0,bore housew chat n date 0871750.77.11 bt-nation rate from landlin
3999,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,0,we tri call re repli our sm a video mobil 750 min unlimit text free camcord repli call 08000930705 del thur
4000,ham,K...k...when will you give treat?,1,k k will give treat
4001,spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",0,thi 2nd time tri contact u have won the prize 2 claim easi call 087104711148 now onli 10p per minut bt-national-r
4002,ham,He's just gonna worry for nothing. And he won't give you money its no use.,1,he gon na worri noth and wo give money no use
4003,ham,Did you get any gift? This year i didnt get anything. So bad,1,did get gift thi year didnt get anyth so bad
4004,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,1,somewher there beneath pale moon light someon think of u there where dream come true goodnit amp sweet dream
4005,ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,1,well pattern emerg my friend tell to drive come smoke and then tell that i a weed them smoke their other thing you see i hesit
4006,ham,", ow u dey.i paid 60,400thousad.i told  u would call .",1,ow u paid told u would call
4007,ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,1,im fine babe aint been up 2 much tho saw scari movi yest it quit funni want 2mrw afternoon at town or mall or sumthin xx
4008,ham,I'm reaching home in 5 min.,1,i reach home 5 min
4009,ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",1,forgot were work today wan na chat thing ok drop a text you free bore etc i ring hope is well nose essay all xx
4010,ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,1,ha then must walk everywher can take tram my cousin said walk vic market our hotel
4011,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",0,wan2 win with westlif 4 u a m8 they current what tour 1 unbreak 2 untam 3 unkempt text 3 83049 cost 50p text
4012,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,0,pleas call custom servic repres freephon 0808 145 4742 as have won guarante cash prize
4013,ham,Discussed with your mother ah?,1,discuss your mother ah
4014,ham,Ok.,1,ok
4015,ham,"Sorry, I can't text &amp; drive coherently, see you in twenty",1,sorri i ca text amp drive coher see in twenti
4016,spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,0,you be receiv week tripl echo rington shortli enjoy
4017,ham,In which place i can get rooms cheap:-),1,in place can get room cheap -
4018,ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,1,eek a lot time especi sinc american pie like 8 minut long i ca stop sing
4019,ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,1,gran onlyfound out afew day honi
4020,spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",0,u select stay 1 250 top british hotel for noth holiday valu ! dial 08712300220 claim nation rate call bx526 sw73ss
4021,ham,University of southern california.,1,univers southern california
4022,ham,We have to pick rayan macleran there.,1,we to pick rayan macleran
4023,ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,1,u gd lor go shop got stuff do u wan 2 watch infern affair not come lar
4024,ham,Well. Balls. Time to make calls,1,well ball time make call
4025,ham,Wat time ü wan today?,1,wat time ü wan today
4026,ham,&lt;#&gt;  in mca. But not conform.,1,lt # gt mca but conform
4027,ham,Oh ok.. Wat's ur email?,1,oh ok wat ur email
4028,ham,"Yes, princess. Are you going to make me moan?",1,ye princess are go make moan
4029,ham,Lol its ok I didn't remember til last nite,1,lol ok i rememb til last nite
4030,ham,"[…] anyway, many good evenings to u! s",1,… anyway mani good even u
4031,ham,"Cool, I'll text you in a few",1,cool i text in few
4032,ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",1,sorri vikki watch olav mandara movi kano trishul theatr wit frnd
4033,ham,I'm very happy for you babe ! Woo hoo party on dude!,1,i happi you babe woo hoo parti dude
4034,ham,I am taking you for italian food. How about a pretty dress with no panties? :),1,i take for italian food how a pretti dress no panti :
4035,ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,1,wot u 2 thout u gon na call ! txt bak luv k
4036,spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,0,you are chosen to receiv a award pl call claim number 09066364311 collect award you select receiv a valu mobil custom
4037,ham,How are you holding up?,1,how you hold
4038,ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,1,dont flatter tell man mine two pint carlin ten minut pleas
4039,ham,Hope you are not scared!,1,hope are scare
4040,ham,I cant pick the phone right now. Pls send a message,1,i cant pick phone right pl send messag
4041,ham,I'm at home n ready...,1,i home n readi
4042,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,0,pleas call custom servic repres freephon 0808 145 4742 as have won guarante cash prize
4043,ham,What time do u get out?,1,what time u get
4044,ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,1,i liter bed have up like lt # gt hour
4045,ham,"Yes, my reg is  Ciao!",1,ye reg ciao
4046,ham,If You mean the website. Yes.,1,if you mean websit ye
4047,spam,Win a £1000 cash prize or a prize worth £5000,0,win cash prize a prize worth
4048,spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",0,thank rington order refer number mobil be charg . should your tone arriv pleas call custom servic 09065989182
4049,ham,Lol or I could just starve and lose a pound by the end of the day.,1,lol i could starv lose pound the end the day
4050,ham,Yeah that's the impression I got,1,yeah the impress i got
4051,ham,Ok ok take care. I can understand.,1,ok ok take care i understand
4052,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",1,motiv behind everi dark is shine light wait you find behind everi best friend is alway trust love bslvyl
4053,ham,"Ya ok, then had dinner?",1,ya ok had dinner
4054,ham,I was slept that time.you there?,1,i slept there
4055,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,1,dont make ne plan nxt wknd coz want us come then ok
4056,ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,1,when school start where stay what weather like and food do you have social support system like friend the school all thing import
4057,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",1,ha ha nan yalrigu heltini iyo kothi chikku u share mani thing wit so far did told bodi even utter word abt u if ur trust so much can tell other plz nxt time dont use word to me ok chikku ; - ) )
4058,ham,Noice. Text me when you're here,1,noic text when here
4059,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,1,hi di yiju meet 7 pm esaplanad tonight
4060,spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,0,mobi pub high street prize u know the new duchess cornwal be txt first name stop 008704050406 sp
4061,spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",0,thi week savamob member offer now access just call 08709501522 detail savamob pobox 139 la3 2wu onli . savamob offer mobil
4062,ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",1,aight i set free think could text blake address it occur me i quit sure i as i thought i
4063,ham,Hi dear we saw dear. We both are happy. Where you my battery is low,1,hi dear saw dear we are happi where my batteri low
4064,ham,How are you. Its been ages. How's abj,1,how you it age how abj
4065,ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,1,prof have pass all paper thi sem congrat . . student enna kalaachutaarama prof ? ? gud mrng !
4066,ham,Dont kick coco when he's down,1,dont kick coco he
